,title,image_id,medium_display,style_title,artwork_type,category_title,artist_title
4112,Hercules Conquering the Molionide Twins,4200830c-bb87-f2a3-4643-ed033654d359,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4113,Young Couple Threatened by Death (The Promenade),facf084f-ae8d-d888-c3a4-d7d03f973698,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4114,Saint Christopher,c2921843-db31-4b78-622b-c40a2f0c330b,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4115,Ecce Homo,d7f461f9-0b2c-8987-fd1b-e0c87dca085c,Engraving on ivory laid paper,,Print,,Albrecht Dürer
4116,Young Bull,d2529576-bbf0-c631-6f8c-659e825c552d,Pen and black ink on ivory laid paper,,Drawing and Watercolor,,Albrecht Dürer
4117,Portrait of Ulrich Varnbüler,23212978-e4a7-0792-3afb-5e6b2fd821d5,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4118,The Martyrdom of St. Catherine,1ef960d9-63b7-bd1c-3801-a8b1086a37ea,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4119,"Assumption and Coronation of the Virgin, from The Life of the Virgin",27f55439-925c-35b6-dfe7-fafe98d01d00,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4120,The Peasant and His Wife at Market,cb5799d9-8801-a37c-76de-bba96d754ef3,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4121,Hercules at the Crossroads (Jealousy),091aa543-c904-baa9-c171-c5bf562de9af,Engraving in black on off-white laid paper,,Print,,Albrecht Dürer
4122,St. Sebastian at the Column,5f1f65c9-3278-7a07-1201-6216d1db9694,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4123,The Holy Family with Three Hares,eda65f93-6dbe-918b-53b5-0b1b3de6279a,Woodcut in black on off-white laid paper,,Print,,Albrecht Dürer
4124,Samson Rending the Lion,fa17cb69-4044-826c-9b97-cc036275361a,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4125,"The Resurrection, from The Large Passion",37a63be3-47fa-8fe6-d2e7-4c34c36daddf,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4126,"The Harrowing of Hell - Christ in Limbo, plate nine from The Large Passion",dfb8c120-2408-4f5d-1714-626ca64fe7aa,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4127,"The Deposition of Christ, from The Large Passion",472e43e6-9992-36a2-5c11-ca0ea559624a,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4128,"The Lamentation, from The Large Passion",ce36d103-0a28-b409-d441-6ee7806e835f,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4129,"The Bearing of the Cross, from The Large Passion",0f0eaa2c-e90f-5ae4-5f02-229eef750f72,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4130,"Ecce Homo - The Presentation of Christ, from The Large Passion",df74c109-8dfe-b3ff-b5df-98963bab5d76,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4131,"The Flagellation, from The Large Passion",05e27f95-b11e-4a3e-b7df-29bac105db4a,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4132,"The Betrayal of Christ, from The Large Passion",6d1813fb-f6c8-4d32-550b-56b10cf7ef8f,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4133,"Agony in the Garden, from The Large Passion",2acf70f4-8d37-5a00-8809-f70369acb286,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4134,"The Last Supper, from The Large Passion",e93d640b-04d4-3d14-b27e-921f350565f9,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4135,"Christ, Man of Sorrows, Mocked by a Soldier, frontispiece from The Large Passion",1611c80d-57a7-3eef-392c-c5637d907c39,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4136,Nativity,f7c93ce5-818b-1c63-96d7-88b1efe3b2d2,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4137,Melencolia I,a09bca42-36b3-901c-65fe-d23de572bc2c,Engraving in black on cream laid paper,,Print,,Albrecht Dürer
4138,The School Teacher,20e4febc-6f5b-fbca-dec4-56bc4b9043e6,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4139,"Knight, Death, and the Devil",afe2d15e-fb42-6b5c-706d-7457582e537b,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4140,Calvary,93259665-fa1d-c166-6dec-ad51fe805848,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4141,"Agony in the Garden, from the Engraved Passion",dc46400e-9956-c09e-9206-98ea95af94bf,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4142,The Holy Kinship and Two Musical Angels,b6f44b8c-3251-55b8-e5c8-d53b7be848de,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4143,The Holy Family with Joachim and Saint Anne,978ee448-1542-543d-3e84-0f63050875da,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4144,The Adoration of the Magi,9c9cb77c-d74f-b950-974a-565981efbd91,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4145,"The Holy Family in Egypt, from The Life of the Virgin",41b9812e-ef0b-81a8-ab90-3a89f09cc911,Woodcut in black on tan laid paper,,Print,,Albrecht Dürer
4146,"The Adoration of the Magi, from The Life of the Virgin",d45b1260-262e-2aea-fb71-c408e3edc488,Woodcut in black on tan laid paper,,Print,,Albrecht Dürer
4147,"The Adoration of the Shepherds, from The Life of the Virgin",a2b54f94-ba41-15df-24c1-43500626d001,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4148,"The Visitation, from The Life of the Virgin",26d6f749-b6f0-7070-aeec-ad7eba0afdbe,Woodcut in black on tan laid paper,,Print,,Albrecht Dürer
4149,"The Annunciation, from The Life of the Virgin",32f4b7ec-9595-d66c-76f4-4a97c61720ff,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4150,"The Birth of the Virgin, from The Life of the Virgin",305fa6b9-9839-aaf2-e633-abfdd8110faf,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4151,"Joachim and St. Anne Meet at the Golden Gate, from The Life of the Virgin",50c45ca8-10b5-ec60-75ac-3dae44ec8943,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4152,"Joachim and the Angel, from The Life of the Virgin",3d207dd6-2123-5e09-a303-ae04ab26187f,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4153,"The Rejection of Joachim's Offering, from The Life of the Virgin",41bb6ca7-fac2-4398-cf83-f2dba7b712cd,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4154,"The Whore of Babylon, from The Apocalypse",d56a8206-bf90-89c5-c8f0-716bf6a26e56,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4155,"The Opening of the Fifth and Sixth Seals, from The Apocalypse",fe4310d4-4d11-0b50-b85a-d1d70b4d6c18,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4156,"The Crucifixion, from The Large Passion",8854e504-dc8b-69f5-0f7c-ec007d0f3847,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4157,Erasmus of Rotterdam,4d06856a-ba89-07fa-68eb-2305246394c2,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4158,Philip Melanchthon,e440ddc5-08e7-ce79-5c79-1a953a79d1ca,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4159,Cardinal Albrecht of Brandenburg (The Great Cardinal),47c19b79-cc6b-1075-f99f-9c8597a74861,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4160,St. Christopher Facing to the Right,2c7e949f-9a23-55b2-9edb-1a383c9b63e9,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4161,"The Small Crucifixion (""The Pommel of Emperor Maximilian"")",3b2b924d-7131-08a5-fcf8-688900fe88a5,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4162,Peasant Couple Dancing,225486dd-eb53-c3e4-b602-d85ef818b0df,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4163,The Virgin on the Crescent with a Diadem,039bd3d1-01f6-33af-603a-4ad8e3d54ccf,Engraving in black on off-white laid paper,,Print,,Albrecht Dürer
4164,Melencolia I,272c1b26-ba8e-8b56-2e76-b04b47b76b6e,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4165,Sudarium Displayed by Two Angels,bfa8d3f4-6833-f32a-18c4-8a388cd38d42,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4166,Coat of Arms with Lion and Rooster,1b9a9f31-56c0-1d65-87a7-52f5e53a5935,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4167,The Cook and his Wife,b655fa61-8846-4e8e-d1ae-dbd49c304689,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4168,Young Couple Threatened by Death (The Promenade),4aef0baa-df51-9048-fc71-97fa4e350c30,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4169,The Monstrous Sow of Landser,4012b724-b193-b8ab-ba50-2afcd8f90192,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4170,The Small Courier,9540831a-5b63-6231-5054-b27d9d94fb1d,Engraving in black on ivory laid paper,,Print,,Albrecht Dürer
4171,Coat of Arms of Maximilian I as King of the Romans,f82c92c8-b577-7eb1-ca56-abe56bcd7bfb,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4172,The Sixth Knot,47dff228-15bc-fe81-f9b1-e6099b89728f,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4173,The Fifth Knot,f8e9efbf-e143-8bd9-45b6-9f2065704859,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4174,The Fourth Knot,0b9d24a2-e9c0-a978-1717-db1bd131f326,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4175,The Third Knot,759c822e-471c-0db8-ac3f-8c080b204cb0,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4176,The Second Knot,9c5b9fb9-df2c-0174-f999-03a69cf58ed4,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4177,The First Knot,eed05c65-f9ea-eccf-afb2-59d4b36ba2a4,Woodcut in black on ivory laid paper,,Print,,Albrecht Dürer
4178,Apocalypse of St. John (Apocalypse de Saint Jean),,"Book with color lithographs on ivory wove paper, in box",,Book,,Rufino Tamayo
4179,Mujeres: Torso of a Woman,e38fa1db-f849-782a-73b6-e46735fcbd35,Color lithograph on off-white wove paper,,Print,,Rufino Tamayo
4180,"Man, Moon, and Stars",7c3180b1-bd42-6754-82bf-67cf99874480,Color lithograph on white wove paper,,Print,,Rufino Tamayo
4181,Coyote,7defddea-daa3-f32e-0c7e-5014311f2b03,Color lithograph on white wove paper,,Print,,Rufino Tamayo
4182,Untitled,b09548ef-cf46-8db6-93ee-f12a5bf0b782,Color lithograph on white wove paper,,Print,,Rufino Tamayo
4183,Two Women,52b93702-20ca-a3bf-c139-e61f9b93d4c5,Color lithograph on white wove paper,,Print,,Rufino Tamayo
4184,Watermelon,926555ae-8814-0810-6722-1f7f8fdca9f4,Color lithograph on white wove paper,,Print,,Rufino Tamayo
4185,The Fruit Vendor,d51b8a23-ca14-298b-1004-52f4dc4925b1,"Gouache, over graphite, on white wove paper laid down on white wove paper",,Drawing and Watercolor,,Rufino Tamayo
4186,María Izquierdo,a5ed8247-1427-586e-d37c-6bdc04948350,Oil on canvas,Surrealism,Painting,,Rufino Tamayo
4187,Woman with a Bird Cage,dc9af737-9245-f432-8507-88b20daa4a4a,Oil on canvas,Cubism,Painting,,Rufino Tamayo
4188,Woman in Mauve,fd5b96f4-06d4-0eaa-2636-2ce5a5901c56,Color lithograph on paper,,Print,,Rufino Tamayo
4189,Landscape,211741c9-8c08-9f9f-f8be-80db7b28b211,Oil on canvas,Modernism,Painting,,Rufino Tamayo
4190,"Conquest, from The Apocalypse of Saint John",2db2fff2-e069-2c32-9252-d5c8ec481ea9,Color lithograph on white wove paper,,Print,,Rufino Tamayo
4191,Head,e6cdac53-ede0-3442-78f4-b2cf981c5b7f,Color lithograph on cream wove paper,,Print,,Rufino Tamayo
4192,E. Alfred Picardi Papers,342b2214-04d5-de63-b577-55a08a618960,"Printed papers, typescript papers, correspondence, presentation portfolio, map, slides; and black and white, toned and color photographic prints.",,Archives (groupings),,"Skidmore, Owings & Merrill"
4193,Chicago 2016 Olympic Bid Collection,342b2214-04d5-de63-b577-55a08a618960,"Printed papers, DVD, CD, photocopies and realia.",,Archives (groupings),,"Skidmore, Owings & Merrill"
4194,"Wolman Project, John Hancock Center, Chicago, Illinois, Section",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4195,"Main Terminal Concourse, Seoul Metropolitan Airport Competition, Seoul, South Korea, Interior Perspective",27381653-21d9-580a-438f-b00450a96b8c,Graphite and colored pencil on illustration board,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4196,"Sears (Willis) Tower, Chicago, Illinois, Massing Model",da7af848-cfb0-27e0-b868-bb44af881c69,"Graphite, paper, and wood",,Architectural Drawing,,"Skidmore, Owings & Merrill"
4197,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4198,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4199,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4200,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4201,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4202,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4203,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4204,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4205,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4206,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4207,"Sears (Willis) Tower, Chicago, Illinois, Elevation",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4208,"Sears (Willis) Tower, Chicago, Illinois, Elevation",3e122314-92de-fd3a-81f6-93986b77e55e,Black ink printed on white wove tracing paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4209,"Sears (Willis) Tower, Chicago, Illinois, Elevation and Plan",,Graphite on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4210,"Sears (Willis) Tower, Chicago, Illinois, Plans",,Ink and graphite on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4211,"Sears (Willis) Tower, Chicago, Illinois, Plans",,Ink and graphite on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4212,"Sears (Willis) Tower, Chicago, Illinois, Plans",,Ink and graphite on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4213,"Sears (Willis) Tower, Chicago, Illinois, Interior Perspective Study",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4214,"Sears (Willis) Tower, Chicago, Illinois, Interior Perspective Study",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4215,"Sears (Willis) Tower, Chicago, Illinois, Plans",ae2ba952-de01-ff49-1532-f3818534e83c,Zip-a-tone and ink on opaque mylar,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4216,"Sears (Willis) Tower, Chicago, Illinois, Plans",,Zip-a-tone and ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4217,"Sears (Willis) Tower, Chicago, Illinois, Axonometric",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4218,"Sears (Willis) Tower, Chicago, Illinois, Axonometric",,Ink on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4219,"Sears (Willis) Tower, Chicago, Illinois, Elevations and Section",,Graphite and Zip-a-tone on paper,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4220,"Sears (Willis) Tower, Chicago, Illinois, Elevations",,Zip-a-tone on sepia,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4221,"Sears (Willis) Tower, Chicago, Illinois, Site Plan",,"Pen and black ink and zip-a-tone, with graphite, on reprographic print in black ink on cream wove paper",,Architectural Drawing,,"Skidmore, Owings & Merrill"
4222,"Sears (Willis) Tower, Chicago, Illinois, Elevations",,Zip-a-tone on sepia,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4223,"Sears (Willis) Tower, Chicago, Illinois, Axonometric",5f6b53b9-0161-3924-fcf2-70d3230cb3e2,Zip-a-tone and ink on linen,,Architectural Drawing,,"Skidmore, Owings & Merrill"
4224,"John Hancock Center, Chicago, Illinois, Elevations",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4225,"John Hancock Center, Chicago, Illinois, Construction Sign",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4226,"John Hancock Center, Chicago, Illinois, Interior Elevation",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4227,"John Hancock Center, Chicago, Illinois, Section",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4228,"John Hancock Center, Chicago, Illinois, Design Sketch",,"Graphite, marker, and gouache on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4229,"John Hancock Center, Chicago, Illinois, Transverse Section,",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4230,"John Hancock Center, Chicago, Illinois, Section",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4231,"John Hancock Center, Chicago, Illinois, Section",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4232,"John Hancock Center, Chicago, Illinois, Elevations",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4233,"John Hancock Center Chicago, Illinois, Interior Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4234,"John Hancock Center, Chicago, Illinois, Elevations",8772ceab-1c45-c8bc-0be5-38efa6705fb4,Zip-a-tone and ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4235,"John Hancock Center, Chicago, Illinois, Elevation Sketch",,Graphite on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4236,"John Hancock Center, Chicago, Illinois, Elevation Sketch",ef1113cc-2cf7-e421-6e87-89fe7f1b480f,Graphite on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4237,"John Hancock Center, Chicago, Illinois, Elevation Sketch",,Graphite on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4238,"John Hancock Center, Chicago, Illinois, Floor Plan",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4239,"John Hancock Center, Chicago, Illinois, Floor Plan",,Ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4240,"John Hancock Center, Chicago, Illinois, Facade Sketch",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4241,"Wolman Project, John Hancock Center, Chicago, Illinois, Floor Plan",,Zip-a-tone and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4242,"Wolman Project, John Hancock Center, Chicago, Illinois, Floor Plan",,Zip-a-tone and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4243,"John Hancock Center, Chicago, llinois, Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4244,"John Hancock Center, Chicago, Illinois, Floor Plan",,Ink,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4245,"John Hancock Center, Chicago, Illinois, Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4246,"John Hancock Center, Chicago, Illinois, Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4247,"John Hancock Center, Chicago, Illinois, Elevation",,Reprographic print in blue ink cut and adhered on blue wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4248,"John Hancock Center, Chicago, Illinois, Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4249,"John Hancock Center, Chicago, Illinois, Elevations",,Ink and zip-a-tone on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4250,"John Hancock Center, Chicago, Illinois, Swimming Pool Section",,Graphite and zip-a-tone on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4251,"John Hancock Center, Chicago, Illinois, Elevations and Plans",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4252,"John Hancock Center, Chicago, Illinois, Floor Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4253,"John Hancock Center, Chicago, Illinois, Floor Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4254,"John Hancock Center, Chicago, Illinois, Partial Elevation",,"Ink, graphite, and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4255,"John Hancock Center, Chicago, Illinois, Elevation Sketch",,Graphite on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4256,"John Hancock Center, Chicago, Illinois, Interior Perspective",,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4257,"John Hancock Center, Chicago, Illinois, Perspective",,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4258,"John Hancock Center, Chicago, Illinois, Interior Perspective",,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4259,"John Hancock Center, Chicago, Illinois, Interior Perspective",,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4260,"John Hancock Center, Chicago, Illinois, Interior Perspective",,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4261,"John Hancock Center, Chicago, Illinois, Lower Court Perspective Sketch",,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4262,"First Floor, Second Floor, and Lower Court, John Hancock Center (875 North Michigan Avenue), Chicago, Illinois, Multiple Views",,Graphite and zip-a-tone on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4263,"John Hancock Center, Chicago, Illinois, Elevations",,Graphite and zip-a-tone on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4264,"John Hancock Center, Chicago, Illinois, Elevation Sketch",,Graphite on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4265,"John Hancock Center, Chicago, Illinois, Site Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4266,"John Hancock Center, Chicago, Illinois, Section",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4267,"Wolman Project, John Hancock Center, Chicago, Illinois, Site Plan",,"Ink, graphite, and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4268,"Scheme One Wolman Project, John Hancock Center, Chicago, Illinois, Section",,"Ink, graphite, and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4269,"John Hancock Center, Chicago, Illinois, Sections",,"Ink, graphite, and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4270,"John Hancock Center, Chicago, Illinois, Sections",,Ink and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4271,"Wolman Project, John Hancock Center, Chicago, Illinois, Section",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4272,"Wolman Project Base, John Hancock Center, Chicago, Illinois, Site Plan",,Graphite and ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4273,"Wolman Project, John Hancock Center, Chicago, Illinois, Section",,Zip-a-tone and sepia on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4274,"Inland Steel Building, Chicago, Illinois, South Entrance Perspective",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4275,"Inland Steel Building, Chicago, Illinois, Volume Study",d05f7947-6ab1-ed1b-5d57-2b3be41e92b7,Graphite on architectural print in black ink on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4276,"Inland Steel Building, Chicago, Illinois, Typical Floor Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4277,"Chicago Association of Commerce and Industry, Inland Steel Building, Chicago, Illinois, Floor Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4278,"Chicago Association of Commerce and Industry, Inland Steel Building, Chicago, Illinois, Floor Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4279,"Inland Steel Building, Chicago, Illinois, East Elevation",,Graphite on white wove paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4280,"Inland Steel Building, Chicago, Illinois, West Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4281,"Inland Steel Building, Chicago, Illinois, South Elevation",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4282,"Inland Steel Building, Chicago, Illinois, Interior Perspective",20a8714f-f6dd-8359-053d-9bd1334c17cb,"Graphite and colored pencil on tan wove tracing paper, with cut and taped collage element",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4283,"Lobby Elevators, Inland Steel Building, Chicago, Illinois, Multiple Views",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4284,"Inland Steel Building, Chicago, Illinois, Perspective",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4285,"Inland Steel Building, Chicago, Illinois, Elevations",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4286,"Inland Steel Building, Chicago, Illinois, Typical Floor Plan",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4287,"Inland Steel Building, Chicago, Illinois, Typical Floor Plan Sketch",,Ink and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4288,"Inland Steel Building, Chicago, Illinois, Floor Plan",,Ink and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4289,"Inland Steel Building, Chicago, Illinois, Axonometric",,Pen and black ink with graphite and blue pencil on cream wove tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4290,"Inland Steel Building, Chicago, Illinois, South and West Elevations",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4291,"Lippold Sculpture, Inland Steel Building, Chicago, Illinois, Elevations",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4292,"Lippold Sculpture, Inland Steel Building, Chicago, Illinois, Interior Perspective",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4293,"Chicago Association of Commerce and Industry, Inland Steel Building, Chicago, Illinois, Interior Perspective",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
