,title,image_id,medium_display
1256,"Yoshiwara Licensed Quarters at Dawn (Kakuchu shinonome), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",500a1b98-d280-60d4-1b31-84ff702497df,Color woodblock print; oban
1257,"Ryogoku Bridge in the Eastern Capital (Toto Ryogoku), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",ead97647-e655-75ac-aa69-42702c2bb4fd,Color woodblock print; oban
1258,"Hota Beach in Awa Province (Boshu Hota no kaigan), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",2015bcd4-5596-c490-64c3-1d50e91e169e,Color woodblock print; oban
1259,"Futami Bay in Ise Province (Ise Futamigaura), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",abcc0b70-44a5-a560-f853-7ff7a4f633ba,Color woodblock print; oban
1260,"The Sea off Satta in Suruga Province (Suruga Satta no kaijo), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",251c0aa3-13c7-a345-46ca-2e3ebdf0643e,Color woodblock print; oban
1261,"Lake at Hakone (Hakone no kosui), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",14f18bca-8896-ed14-d56f-7372a8d3bc4d,Color woodblock print; oban
1262,"Honmoku in Musashi Province (Musashi Honmoku no hana), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",0b0602ca-077c-8530-9e1e-403cf5e61373,Color woodblock print; oban
1263,"Koganei in Musashi Province (Musashi Koganei), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",4821edb0-873d-357c-503c-b9339880330c,Color woodblock print; oban
1264,"Yuhi Hill at Meguro in the Eastern Capital (Toto Meguro Yuhigaoka), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",277b0eda-9fdb-a2a4-e386-ee3a696389eb,Color woodblock print; oban
1265,"The Sumida Embankment in the Eastern Capital (Toto Sumida zutsumi), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",31d054ad-7fa7-5fa8-8c12-a4f1a37e50fb,Color woodblock print; oban
1266,"Asuka Hill in the Eastern Capital (Toto Asukayama), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",8f0445b9-912e-ec06-6fef-7b2ffd6e97cf,Color woodblock print; oban
1267,"Otsuki Plain in Kai Province (Kai Otsuki no hara), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",bddc4a21-82d6-ffdd-6272-df6c121eb339,Color woodblock print; oban
1268,"View of Nihon Bridge (Nihonbashi no zu), from the series ""Famous Places in the Eastern Capital (Toto meisho no uchi)""",82a74902-3601-0f1a-e2ff-f8bf2dd50bda,Color woodblock print; aitanzaku
1269,"Plum Garden in Full Bloom (Ume yashiki manka no zu), from the series ""Famous Views of the Eastern Capital (Toto meisho)""",3b960ca4-9d6a-d9f9-b131-609908e5609e,Color woodblock print; chutanzaku
1270,Wild Geese Flying Across Full Moon,573558d0-92ec-89e2-08f6-0a477be2f2fe,Color woodblock print; aitanzaku
1271,"Night View of Matsuchi Hill and the San’ya Canal (Matsuchiyama San’yabori yakei), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",297bca2c-7dfa-e6b7-ebf6-5b2dee82e746,Color woodblock print; oban
1272,"Cotton-goods Lane, Odenma-cho (Odenma-cho momendana), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",6dee9b18-eb7b-c228-8d1f-0a94866b9725,Color woodblock print; oban
1273,Loquat and bird,14d736ba-36b6-04f9-ddaa-cf54b99cddcb,Color woodblock print; otanzaku
1274,"Hota Beach in Awa Province (Boshu Hota no kaigan), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",ebe56b72-02cd-b438-d681-a68a554b31b1,Color woodblock print; oban
1275,"Mount Kano in Kazusa Province (Kazusa Rokusozan), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",5a2d6b10-c8ad-84ed-3458-bedeba2e2403,Color woodblock print; oban
1276,"Chiryu: Early Summer Horse Market (Chiryu, shuka uma ichi), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido",9a042378-3beb-a75b-0684-f6878c8d803a,Color woodblock print; oban
1277,"Yoshida: The Toyo River Bridge (Yoshida, Toyokawabashi), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido",a80c256d-e1dd-9841-36da-a8c41b16381b,Color woodblock print; oban
1278,"Futami Bay in Ise Province (Ise Futamigaura), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",8ff343d6-fe9f-45ff-b8a6-c927c8cf55af,Color woodblock print; oban
1279,"Eitai Bridge and New Land at Fukagawa (Eitaibashi Fukagawa shinchi), from the series ""Famous Places in the Eastern Capital (Toto meisho)""",dd262f78-8192-6c62-6529-e8cb0f4bd97b,Color woodblock print; oban
1280,"Inume Pass in Kai Province (Kai Inume toge), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",44307788-82d1-ab1a-de4b-cbc9b19f65a3,Color woodblock print; oban
1281,"Otsuki Plain in Kai Province (Kai Otsuki no hara), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",dd53833a-9ae0-ed13-791e-b7dd0f5e8e89,Color woodblock print; oban
1282,"Lingering Snow on Mount Hira (Hira no bosetsu), from the series ""Eight Views of Omi Province (Omi hakkei no uchi)""",77ab16d6-95fc-bcb6-4c0a-70a7d7a55adf,Color woodblock print; oban
1283,"Kurodo Bay in Kazusa Province (Kazusa Kurodo no ura), from the series Thirty-six Views of Mount Fuji (Fuji sanjûrokkei)",7a052b07-6766-877c-8db2-19e9166a3d2b,Color woodblock print; oban
1284,"Shiojiri Pass in Shinano Province (Shinano Shiojiri toge), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",b91a07a3-3da6-46bc-26e8-62312344ffc4,Color woodblock print; oban
1285,"Lake Suwa in Shinano Province (Shinshu Suwa no mizuumi), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",1f7cb5a0-3d2e-2919-dd34-dac038507ce3,Color woodblock print; oban
1286,"Misaka Pass in Kai Province (Kai Misakagoe), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",183a943e-f241-0785-2761-dd7ecfb80d4d,Color woodblock print; oban
1287,"Mout Fuji Seen from the Left on the Tokaido (Tokaido hidari Fuji), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",063ee230-148d-8922-0f65-4035a9e0ae6e,Color woodblock print; oban
1288,"Pine Beach at Miho in Suruga Province (Suruga Miho no matsubara), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",d0bab2fb-e11b-5263-d821-2efaec47ba82,Color woodblock print; oban
1289,"The Sumida River in Winter Snow (Fuyu Sumidagawa no yuki), from the series ""Famous Places in Edo in the Four Seasons (Shiki Koto meisho)""",93ce8998-5a79-cbd0-5221-40434bcb5985,Color woodblock print; chu-tanzaku
1290,"The Oi River between Suruga and Totomi Provinces (Sun-En Oigawa), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",1dae8257-2c10-682a-cf62-a488f836c956,Color woodblock print; oban
1291,"In the Mountains of Izu Province (Izu no sanchu), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",cf1fa40c-4496-6f80-e23d-7fc8b5cd64df,Color woodblock print; oban
1292,"Lake at Hakone (Hakone no kosui), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",b8267e9f-7a67-e248-a6e8-cbccb015a09e,Color woodblock print; oban
1293,"The Sea off Satta in Suruga Province (Suruga Satta kaijo), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",fab57131-6aac-342e-a826-7d4f6578c310,Color woodblock print; oban
1294,"Sagami River (Sagamigawa), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",d155f76c-d424-ba4e-23fb-37235fdfd993,Color woodblock print; oban
1295,"The Sea at Miura in Sagami Province (Soshu Miura no kaijo), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",41d9f436-c124-5d45-c477-6e0ffd0e6a5d,Color woodblock print; oban
1296,"Kogane Plain in Shimosa Province (Shimosa Koganehara), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",eaa3c7b3-8097-6ed4-54df-be9d34760e15,Color woodblock print; oban
1297,"The Tone River at Konodai (Konodai Tonegawa), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",64555afa-8286-0c00-4207-5b3f299beaf9,Color woodblock print; oban
1298,"Asuka Hill in the Eastern Capital (Toto Asukayama), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",3437cef5-17f0-908f-a486-d2b1660c2b80,Color woodblock print; oban
1299,"The Outskirts of Koshigaya in Musashi Province (Musashi Koshigaya zai), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",5cc02eb2-6bdf-ce37-5371-1fc554e594ed,Color woodblock print; oban
1300,"Tama River in Musashi Province (Musashi Tamagawa), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",41e36a13-ed15-47e4-1f7f-dd8af910895a,Color woodblock print; oban
1301,"Koganei in Musashi Province (Musashi Koganei), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",03ab02bf-750d-bcc9-b7bf-3089eae3e60b,Color woodblock print; oban
1302,"Yuhi Hill at Meguro in the Eastern Capital (Toto Meguro Yuhigaoka), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",b5d228ff-a911-bbd3-2c39-b601cf54ad2e,Color woodblock print; oban
1303,"Honmoku in Musashi Province (Musashi Honmoku no hana), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",d733c496-22bd-1c57-3a2e-57a4a8b8305d,Color woodblock print; oban
1304,"View of Mount Fuji from a Teahouse at Zoshigaya (Zoshigaya Fujimi chaya), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",9b41c5fd-644b-bfac-dcc1-31049e861b78,Color woodblock print; oban
1305,"The Sumida Embankment in the Eastern Capital (Toto Sumida-zutsumi), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",5d5e76eb-fbaa-7778-047c-432b3075ea61,Color woodblock print; oban
1306,"Ryogoku Bridge in the Eastern Capital (Toto Ryogoku), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",76dbf275-8dd8-fe0f-7e42-5ab5092d01f9,Color woodblock print; oban
1307,"Ochanomizu in the Eastern Capital (Toto Ochanomizu), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",e3238eb9-248f-6719-4e7f-097e6128dece,Color woodblock print; oban
1308,"Off Tsukuda Island in the Eastern Capital (Toto Tsukuda oki), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",d34ca5c2-a607-7ded-0432-0260a6974db2,Color woodblock print; oban
1309,"The Riverbank at Sukiya in the Eastern Capital (Toto Sukiyagashi), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",f77f48e5-c72e-4f43-cbce-e596136b7185,Color woodblock print; oban
1310,"The Suruga District in the Eastern Capital (Toto Suruga-cho), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",e5d1b379-1494-fae8-d326-171f739d2110,Color woodblock print; oban
1311,"Ichikoku Bridge in the Eastern Capital (Toto Ichikokubashi), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",d1d62c17-1df0-1c2f-9bd6-3052136ae80f,Color woodblock print; oban
1312,"The Year-end Fair at Kinryuzan Temple in Asakusa (Asakusa Kinryuzan toshi no ichi), from the series ""Famous Places in the Eastern Capital (Toto meisho)""",837d72d4-af4d-537f-8ddb-e4060e4b270a,Color woodblock print; oban
1313,"No. 14: Takasaki, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""",b77962c2-8bda-9823-e09c-7cdefe00b430,Color woodblock print; oban
1314,"No. 42: Midono, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""",3a998b9d-94fb-e8b7-317f-a0a2a26e50fa,Color woodblock print; oban
1315,"Ishiyakushi: The Post House (Ishiyakushi, toiyaba no zu), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",9c475dd6-91a3-6d44-ee52-bccae0f8b3b0,Color woodblock print; chuban
1316,"Tsuchiyama: View of Suzuka Mountains (Tsuchiyama, Suzukayama no zu), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",324d9b86-4ef8-0b78-bf7f-4489128394d0,Color woodblock print; chuban
1317,"Sakanoshita: View of Mount Fudesute (Sakanoshita, Fudesuteyama no zu), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",48606ade-bb4b-f93a-6c33-aac5be0c473b,Color woodblock print; chuban
1318,"Kusatsu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",a832af57-d4bf-9af3-7ae0-b2d24038259b,Color woodblock print; chuban
1319,"Kameyama, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",68cc358f-9316-99cb-9b89-d5d3de5e6750,Color woodblock print; chuban
1320,"Ishibe, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",e8e4963e-7fcd-1d18-1956-a74d2d61cf8f,Color woodblock print; chuban
1321,"Seki, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",69e8af37-6a9d-81e6-f555-28c1e089f28d,Color woodblock print; chuban
1322,"Minakuchi, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",1eaad2c9-9a53-d9ac-0194-fa5fcc2edbd9,Color woodblock print; chuban
1323,"True View of Takanawa (Takanawa shinkei), section of a sheet from the series ""Famous Places in the Eastern Capital (Toto meisho)""",c9dcb41e-a682-104c-394b-bdf3e1d6f9a1,Color woodblock print; section of harimaze sheet
1324,"Cherry-blossom Viewing at Goten Hill (Gotenyama hanami), section of a sheet from the series ""Famous Places in the Eastern Capital (Toto meisho)""",15a6f124-221a-7da1-cb76-9a80c54c83ba,Color woodblock print; section of harimaze sheet
1325,"The Sumida River in Winter (Fuyu, Sumidagawa), from the series ""Views of the Four Seasons in Famous Places (Meisho shiki no nagame)""",377f08a8-a185-97ed-0061-0e4b625d7d14,Woodblock print; chuban
1326,"Autumn Moon at Ishiyama (Ishiyama shugetsu), from the series ""Eight Views of Omi (Omi hakkei)""",cc195565-8eb7-1ece-3867-0d3f07bbc1fb,Color woodblock print; chuban
1327,Autumn Flower and Sparrow,e22f4909-4ec3-fd7b-3959-eb8529baccce,Woodblock print; koban
1328,Macaw on ivy-covered tree,ad475322-e7c1-56b9-6e9c-04021ae3944c,Color woodblock print; chuban
1329,Kingfisher and monochoria,53f33842-ff86-7dda-b317-e8bcd16a65cd,Color woodblock print; chuban
1330,Cuckoo flying over iris,fa3843f7-b0a7-3394-9bf6-e36d36f7209b,Color woodblock print; oban
1331,Long-tailed bird and bamboo,d332dc50-253a-2995-4a96-a85775f80df8,Color woodblock print; chuban
1332,Birds on camellia branch,f4831d76-b868-e5d5-3e06-e68d452ab33a,Color woodblock print; chuban
1333,Mice and radish,81257bc2-e527-bea7-c60b-8106d1d2a1c6,Color woodblock print; chuban
1334,Parrot on plum tree,17ece9e1-4925-e92e-8c02-e3f26f71a754,Color woodblock print; chuban
1335,Golden pheasant,41080bd6-ad90-20bc-a041-27c75d0ebe4d,Color woodblock print; chuban
1336,Swallow and wisteria,c7987590-455e-eebd-d124-0b40e74542a0,Color woodblock print; chuban
1337,"Snow at Benzaiten Shrine in Inokashira Pond (Inokashira no ike Benzaiten no yashiro yuki no kei), from the series ""Snow, Moon, and Flowers at Famous Places (Meisho setsugekka)""",23f868c4-4780-27e9-eb25-c8e9d520dd79,Color woodblock print; oban
1338,"Wisteria in Full Bloom in the Precincts of the Kameido Tenmangu Shrine (Kameido Tenmangu keidai fuji hanazakari no zu), from the series ""Newly Selected Famous Places in Edo (Shinsen Edo meisho)""",6cf36742-151c-c63f-922f-01b0ed627d36,Color woodblock print; oban
1339,"Nihon Embankment near the Yoshiwara (Yoshiwara Nihon-zutsumi), from the series ""Famous Places in Edo (Koto meisho)""",49a9a40e-4c08-bed3-b246-49c6dfe078a2,Color woodblock print; aiban
1340,"Spring View of the New Embankment at Shinobazu Pond (Shinobazu ike shin dote haru no kei), from the series ""Newly Selected Famous Places in Edo (Shinsen Edo meisho)""",5acf1532-b2b5-720a-a199-ad5f8e9cac96,Color woodblock print; oban
1341,"Fishing Boats near Eitai Bridge in Tsukuda Bay (Eitaibashi Tsukuda oki isaribune), from the series ""Famous Places in Edo (Edo meisho no uchi)""",52503127-5129-e9d4-a452-3390ef5b59bf,Color woodblock print; oban
1342,"Cherry Blossoms in Full Bloom at Goten Hill (Gotenyama no hanazakari), from the series ""Famous Places in Edo (Edo meisho no uchi)""",1ca7e508-6bc5-6a4c-3894-b56f6746bd17,Color woodblock print; oban
1343,"Yoshioka Kenbo, from the series ""Five Heroic Men (Eiyu gonin otoko)""",34d7a384-1344-72db-ff0d-c13590265cfc,Color woodblock print; oban
1344,"Ohan and Obiya Choemon eloping in the drama Katsuragawa Renri no Shigarami, from the series ""A Collection of Ancient and Modern Dramas (Kokon Joruri zukushi)""",88de9e10-8ff7-e245-5658-29a7331cfcc8,Color woodblock print; oban
1345,"Cherry Blossom Day on the Nakanocho of the Yoshiwara (Yoshiwara Nakanocho Sakura no monbi), from the series ""Famous Places in Edo (Edo meisho)""",757d0beb-6a07-7fdb-948b-ccb1b52bceb6,Color woodblock print; oban
1346,"Spring Dawn in the New Yoshiwara (Shin Yoshiwara haru akebono no zu), from the series ""Famous Places in Edo (Edo meisho no uchi)""",c098db56-9365-b89d-df42-799c44b91456,Color woodblock print; oban
1347,"Evening Rain at Massaki, Eight Views of the Sumida River (Sumidagawa hakkei, Massaki yau), from the series ""Famous Places in the Eastern Capital (Toto meisho no uchi)""",fbf38d39-8416-c921-1e77-4cde229e1475,Color woodblock print; aiban
1348,"Evening Glow at Imado, Eight Views of the Sumida River (Sumidagawa hakkei, Imado sekisho), from the series ""Famous Places in the Eastern Capital (Toto meisho no uchi)""",f5108f29-7874-afc1-5ee5-1f5fe82c3fb3,Color woodblock print; aiban
1349,"The Young Murasaki (Wakamurasaki), from the series ""Fifty-four Chapters of the Tale of Genji (Genji monogatari gojuyonjo)""",f8fcc646-2559-206c-04f1-d8d5f4924a9e,Color woodblock print; oban
1350,"Kiritsubo, from the series ""Fifty-four Chapters of the Tale of Genji (Genji monogatari gojuyonjo)""",c6d998f1-c22a-b506-7b7d-fe3d65f4f157,Color woodblock print; oban
1351,"Yugao, from the series ""Fifty-four Chapters of the Tale of Genji (Genji monogatari gojuyonjo)""",2faaf4d0-6b84-8339-330f-391890cf74cd,Color woodblock print; oban
1352,"Utsusemi, from the series ""Fifty-four Chapters of the Tale of Genji (Genji monogatari gojuyonjo)""",fb0ba1c4-45e1-d336-31de-9f0d905c4d8e,Color woodblock print; oban
1353,"Hahakigi, from the series ""Fifty-four Chapters of the Tale of Genji (Genji monogatari gojuyonjo)""",4215e822-783a-2a25-5c15-4c46ec0fd1cf,Color woodblock print; oban
1354,"The Aoyagi Restaurant in Ryogoku (Ryogoku, Aoyagi), from the series ""Famous Restaurants of Edo (Edo komei kaitei zukushi)""",c72d5a60-48ed-ea4f-1d7a-0dbdc0dee4ad,Color woodblock print; oban
1355,"Viewing Snow at the Uekiya Restaurant at Mokubo Temple (Mokuboji yukimi, Uekiya) from the series ""Famous Restaurants of Edo (Edo komei kaitei zukushi)""",ac03a3ff-fe0d-ca38-34f6-dac60d48e1aa,Color woodblock print; oban
1356,"Courtesans Viewing Cherry Blossoms at Horaitei Restaurant in Ikenohata (Ikenohata seiro hanami no yasumi, Horaitei), from the series ""Famous Restaurants of Edo (Edo komei kaitei zukushi)""",54335d10-8a19-e971-bf85-5dd3c48d3974,Color woodblock print; oban
1357,"The Hirasei Restaurant in Front of the Hachiman Shrine at Fukagawa (Fukagawa Hachiman mae, Hirasei) from the series ""Famous Restaurants of Edo (Edo komei kaitei zukushi)""",ebfcf99c-10c5-f35a-fadf-1691d5387a44,Color woodblock print; oban
1358,"Sunrise on New Year's Day at the Musashiya Restaurant in Susaki (Susaki hatsu hinode, Musashiya), from the series ""Famous Restaurants of Edo (Edo komei kaitei zukushi)""",76b44bd2-9498-afcf-d70f-e5584dfdd972,Color woodblock print; oban
1359,"Akasaka, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Gyosho Tokaido",c1837c9a-a9d4-9520-9ed4-6d03744f4aa6,"Color woodblock print; aiban, trimmed"
1360,"Nihonbashi: Procession Departing (Nihonbashi, gyoretsu furidashi), from the series ""Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido",3dcaf62f-9897-c9ad-c50f-2c33ca34256a,Color woodblock print; oban
1361,"The Yoroi Ferry (Yoroi no watashi), from the series ""Exceptional Views of Edo (Koto shokei)""",f0ba53b5-f5c6-1152-a80a-d3bbb5dd7386,Color woodblock print; oban
1362,"Twilight Moon at the Ryogoku Bridge (Ryogoku no yoizuki), from the series ""Famous Views of the Eastern Capital (Toto meisho)""",9798767c-329e-c14a-ec60-45ba86d1d06a,Color woodblock print; oban
1363,"View of Leafy Cherry Trees along the Sumida River (Sumidagawa hazakura no kei), from the series ""Famous Views of the Eastern Capital (Toto Meisho)""",7753e7ba-d8f6-0a97-5bb4-f03be580db5f,Color woodblock print; oban
1364,"View of the Lotus Pond at Shinobugaoka (Shinobugaoka hasuike no zu), from the series ""Famous Views of the Eastern Capital (Toto Meisho)""",ade9274a-29d3-b9ed-d5af-150881ee47e3,Color woodblock print; oban
1365,"First Cuckoo of the Year at Tsukuda Island (Tsukudajima, hatsu hototogisu), from the series ""Famous Views of the Eastern Capital (Toto Meisho)""",fec76066-0a7f-9183-4812-36b571d38429,Color woodblock print; oban
1366,"Low Tide at Shibaura (Shibaura shiohi no zu), from the series ""Famous Views of the Eastern Capitol (Toto meisho)""",9e73ecb4-f065-c909-c74f-d51994d202e7,Color woodblock print; oban
1367,"Full Moon at Takanawa (Takanawa no meigetsu), from the series ""Famous Views of the Eastern Capital (Toto meisho)""",ce777b53-39ba-095b-783b-a33a0eade437,Color woodblock print; oban
1368,"Late Spring at Massaki (Massaki boshun no kei), from the series ""Famous Views of the Eastern Capital (Toto meisho)""",ab315920-cd38-5f6b-7c31-4fb004ff626c,Color woodblock print; oban
1369,"View of Morning Cherry Blossoms in the New Yoshiwara (Shin Yoshiwara asazakura no zu), from the series ""Famous Views of the Eastern Capitol (Toto meisho)""",2fcc7af6-bfba-b289-7531-88adea3c94ab,Color woodblock print; oban
1370,"The Village of Yase (Yase no sato) from the series ""Famous Places in Kyoto (Kyoto meisho no uchi)""",171597b8-476d-0421-a319-a0e0481faf7a,Color woodblock print; oban
1371,"Autumn Moon over Tama River (Tamagawa no shugetsu), from the series ""Eight Views in the Environs of Edo (Edo kinko hakkei no uchi)""",317b9f37-3951-0de9-e391-32c21ec47afb,Color woodblock print; oban
1372,"Returning Sails at Gyotoku (Gyotoku no kihan), from the series ""Eight Views in the Environs of Edo (Edo kinko hakkei no uchi)""",fcd67fa2-4709-72dc-b35c-b78e787c54f6,Color woodblock print; oban
1373,"Evening Bell at Ikegami (Ikegami no bansho), from the series ""Eight Views in the Environs of Edo (Edo kinko hakkei no uchi)""",8b8e5219-0514-d58d-2114-9ca3de24eb87,Color woodblock print; oban
1374,"Shiojiri Pass in Shinano Province (Shinano Shiojiri toge), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",46e4a893-0da8-2c11-6a72-119933fc29c5,Color woodblock print; oban
1375,"Oiso: Saigyo's Hut at Shigitatsu Marsh (Oiso, Shigitatsusawa Saigyoan), no. 9 from the series ""Famous Sight of the Fifty-three Stations (Gojusan tsugi meisho zue),"" also known as the Vertical Tokaido",624450df-a7a6-d34e-9b8e-6c6ae7dbe901,Color woodblock print; oban
1376,"Goyu: Motono Plain and Motosaka Pass (Goyu, Motonogahara Motozaka goe), no. 36 from the series ""Famous Sights of the Fifty-three Stations (Gojusan tsugi meisho zue),"" also known as the Vertical Tokaido",94be0a8c-9f82-5d2c-077a-27a6b45ef147,Color woodblock print; oban
1377,"Futakawa: The Station at Surugababa (Futakawa, Sarugababa tateba), no. 34 from the series ""Famous Sights of the Fifty-three Stations (Gojusan tsugi meisho zue),"" also known as the Vertical Tokaido",eead6cb4-058e-1fdb-4fb9-a97017a1b0ef,Color woodblock print; oban
1378,"Yoshiwara: Fuji Marsh and Ukishima Plain (Yoshiwara, Fuji no numa ukishima ga hara), no. 15 from the series ""Famous Sights of the Fifty-three Stations (Gojusan tsugi meisho zue),"" also known as the Vertical Tokaido",d2a73d06-68c1-7b9d-eeae-9f2ebf458bee,Color woodblock print; oban
1379,"Hara: View of the Ashitaka Mountains and Mount Fuji (Hara, Ashitakayama Fuji chobo), no. 14 from the series ""Famous Sights of the Fifty-three Stations (Gojusan tsugi meisho zue),"" also known as the Vertical Tokaido",efe0d119-533a-d00e-20ed-2bd732f94263,Color woodblock print; oban
1380,"Year-end Fair at Kinryuzan Temple in Asakusa (Asakusa Kinryuzan toshi no ichi), from the series ""Famous Places in the Eastern Capital (Toto meisho)""",db0e7601-5f12-d090-8292-30a27e0036bd,Color woodblock print; oban
1381,"Odawara: Fishermen's Houses on the Beach (Odawara, kaigan gyosha), no. 10 from the series ""Famous Sights of the Fifty-three Stations (Gojusan tsugi meisho zue),"" also known as the Vertical Tokaido",353a7e89-85f4-eb4d-9d77-3fbd18b37b19,Color woodblock print; oban
1382,"Descending Geese at Katada (Katada rakugan), from the series ""Eight Views of Omi (Omi hakkei no uchi)""",e891a77a-1718-25ff-6a65-86aacab26bf9,Color woodblock print; oban
1383,"Plovers, full moon, and waves",08d5e18f-00b6-2eac-5b56-707d7ba9272a,Color woodblock print; chutanzaku
1384,"Edo Bridge and Nihon Bridge in the Eastern Capital (Toto Edobashi Nihonbashi), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",b1065cfc-2a2c-acfb-c43a-d66c478ec8ef,Color woodblock print; chuban
1385,Flower-viewing Party from the Pleasure Quarters (Seiro hanami ryaku zu),a1ae8b0c-b1f1-653f-8c4f-92c35ebb0f6b,Color woodblock print; ogi-e
1386,"Returning Sails at Sakai (Sakai no kihan), from the series ""Eight Views from the Treasury of Loyal Retainers (Chushingura hakkei)""",5a6204bc-6448-2a52-2521-b26c71896d7e,Color woodblock print; uchiwa-e
1387,"Snow (Yuki), from the series ""Famous Places of Edo (Edo meisho)""",e90a5dad-24e4-6c96-5bf6-764403d52b25,Color woodblock print; uchiwa-e
1388,"Traveling at Night in the Hakone Mountains on the Border of Izu and Sagami Provinces (Zuso Hakone-yama yako no zu), from the series ""Famous Places in the Various Provinces (Shokoku meisho)""",51a114c3-49f2-004a-7ac0-25e65c609398,Color woodblock print; uchiwa-e
